,answerPassageId,createdAt,answerPassageText,authorUID,question,corpusVersion,language
5710,1726-9,2023-05-06 13:45:24.161509+00:00,"Sostén al bebé. Esto puede ayudar a que tu bebé recién nacido se sienta seguro, protegido y amado. Deja que tu bebé te agarre el dedo meñique y te toque el rostro. Habla libremente. La conversación simple establece las bases para el desarrollo del lenguaje. Canta. Lee una historia en voz alta. Hazle preguntas y responde a sus balbuceos y gorjeos. Describe lo que ves, oyes y hueles en la casa y cuando estén paseando. Recuerda que tu timbre de voz también puede transmitir ideas y emociones.

source: https://www.mayoclinic.org/es-es/healthy-lifestyle/infant-and-toddler-health/in-depth/infant-development/art-20048012?p=1",l3eCwZbbUNTonTWXrUayZ2no5C93,Hay alguna terapia Que ayude hablar a mi bebe,v0.1,es
5723,87330-11,2024-05-02 11:44:40.165942+00:00,"¿Cómo puedo aliviar las molestias comunes del embarazo: Para las náuseas y los vómitos:

Continúe leyendo aquí: https://www.plannedparenthood.org/es/temas-de-salud/embarazo/atencion-prenatal/que-sucede-en-las-citas-de-atencion-prenatal",lorena-trial,¿Cuáles son algunas molestias comunes durante el embarazo y cómo puedo aliviarlas?,v0.1,es
5730,46228-0,2024-05-02 11:49:30.133247+00:00,"Cómo ayudar a que el bebé duerma toda la noche: El sueño es vital para los recién nacidos. ¡Y para ti también! Sigue estos consejos para que tu pequeño duerma toda la noche y ambos puedan descansar bien.

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/infant-and-toddler-health/in-depth/baby-sleep/art-20045014",lorena-trial,¿Cuáles son algunas formas de ayudar a mi bebé a dormir toda la noche?,v0.1,es
5739,42575-11,2024-05-02 11:47:40.442424+00:00,"¿Cómo puedo garantizar la seguridad de mi bebé durante los baños:<br>-

Continúe leyendo aquí: https://kidshealth.org/es/parents/bathing-baby.html",lorena-trial,¿Cómo puedo bañar a mi recién nacido de manera segura?,v0.1,es
5767,120546-2,2024-05-01 10:48:37.720879+00:00,"La lactancia materna es buena para su bebé: La leche materna es la fuente de alimento natural para los bebés menores de 1 año. Esta leche:

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/patientinstructions/000639.htm",l3eCwZbbUNTonTWXrUayZ2no5C93,Es recomendado darle leche materna a mi niño,v0.1,es
5768,46219-6,2024-04-16 17:12:40.133020+00:00,"¿Qué debo darle de comer y cuándo: Continúa alimentando a tu bebé con leche materna o fórmula, hasta 32 onzas (907 gramos) al día. Después:

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200",siG5by4Y2bT2jbzCGhPwucZpten2,¿Qué alimentos puedo darle a mi bebé de 22 meses?,v0.1,es
5780,43389-8,2024-05-02 11:42:15.873821+00:00,"Las grasas saludables: La grasa es una parte importante de una dieta saludable. Durante el embarazo, la grasa es necesaria para el crecimiento y el desarrollo del bebé. Escoja grasas saludables (no saturadas) y limite las grasas insanas, como las saturadas y las trans. Entre las grasas saludables, se encuentran el aceite de oliva, el aceite de colza y otros aceites vegetales, los frutos secos, las semillas, el aguacate y los pescados grasos, como el salmón.

Continúe leyendo aquí: https://kidshealth.org/es/parents/moms-nutrients.html",lorena-trial,¿Cuáles son algunos alimentos saludables para comer durante el embarazo?,v0.1,es
5781,100945-1,2024-05-02 11:27:49.616696+00:00,"<br>- Cada mes desde la semana 4 hasta la semana 28<br>- Cada 2 semanas desde la semana 29 hasta la semana 36<br>- Todas las semanas desde la semana 37 hasta el parto

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/RelatedItems/85,P04331",lorena-trial,How often should I schedule prenatal appointments?,v0.1,es
5790,98602-3,2024-05-02 11:47:45.316447+00:00,"<br>- Babea más de lo normal (el babeo puede empezar a los 3 o 4 meses, pero no siempre es un signo de dentición)<br>- Llevarse constantemente los dedos o los puños a la boca (a los bebés les gusta morder cosas, tanto si les están saliendo los dientes como si no)<br>- Zona inflamada o hinchada en la encía<br>- Molestia o irritabilidad<br>- Dificultad para dormir

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/DiseasesConditions/Pediatric/Growth/90,P04976",lorena-trial,¿Cuáles son algunas señales de que mi bebé está dentando y cómo puedo calmar su malestar?,v0.1,es
5796,120427-0,2024-05-02 11:49:31.951987+00:00,"Los niños pequeños o que comienzan a caminar tienen entre 1 y 3 años de edad.

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/article/002010.htm",lorena-trial,¿Cuáles son algunas señales de que mi bebé está listo para empezar a caminar?,v0.1,es
5810,80-26,2023-05-06 11:11:51.845570+00:00,"Según la Ley del Cuidado de Salud a Bajo Precio (Affordable Care Act, en inglés), la ley de reforma del sistema de salud que se aprobó en 2010, los planes de seguro médico deben cubrir el asesoramiento y el acceso a suministros para la lactancia para las mujeres embarazadas o que estén amamantando. Eso significa que quizá puedas recibir ayuda para amamantar sin tener que pagar nada.

source: https://health.gov/espanol/myhealthfinder/embarazo/consultas-doctor-o-partera/amamanta-tu-bebe-dale-pecho",l3eCwZbbUNTonTWXrUayZ2no5C93,Que tipo de seguro de Salud existe para mamas sin documentos legales,v0.1,es
5861,120076-1,2024-05-02 11:42:25.208221+00:00,"Una de las mejores maneras de prepararse es tomar una clase sobre el parto para saber qué esperar durante este proceso. Usted también aprenderá:<br>- Cómo respirar, visualizar y apoyarse en su instructor de parto.<br>- Más sobre las maneras de manejar el dolor, como la anestesia epidural y otros medicamentos..

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/patientinstructions/000612.htm",lorena-trial,¿Cuáles son algunas formas de prepararse para el parto y el parto?,v0.1,es
5871,120021-3,2024-05-02 11:42:31.169021+00:00,"¿Qué debo esperar en las primeras 24 horas después del parto?

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/patientinstructions/000970.htm",lorena-trial,¿Qué cosas debo esperar durante el parto y el parto?,v0.1,es
5882,38114-6,2023-07-01 11:01:54.220297+00:00,"No. Hasta que tu bebé cumpla 6 meses, solo necesita leche materna. De hecho, darle otros alimentos, como cereal de arroz, comida para bebé o leche artificial en los primeros 6 meses de vida le impide recibir los nutrientes que requiere de la leche materna.

source: https://health.gov/espanol/myhealthfinder/embarazo/consultas-doctor-o-partera/amamanta-tu-bebe-dale-pecho",l3eCwZbbUNTonTWXrUayZ2no5C93,Que vegetales le puedo dar a mi bebe de 10 meses,v0.1,es
5893,265-8,2023-05-06 12:28:41.194144+00:00,"No deje nunca a su bebé sin supervisión mientras coma. Asegúrese de que su hijo se siente bien erguido en una silla elevada u otro lugar seguro para niños pequeños. No le sirva alimentos que podrían suponer un riesgo de atragantamiento o de asfixia por aspiración.

source: https://kidshealth.org/es/parents/feed812m.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Es normal Que mi bebe no coma vegetales,v0.1,es
5935,46081-1,2024-05-02 11:48:33.338977+00:00,"Algunos de los logros de su bebé – conocidos como los hitos del desarrollo – incluyen darse vuelta, sentarse, pararse, y posiblemente caminar. Es probable que su corazón se derrita cuando escuche los primeros sonidos, tales como “mama” o “dada”.

Continúe leyendo aquí: https://nacersano.marchofdimes.org/bebe/los-hitos-del-desarrollo-del-bebe.aspx",lorena-trial,¿Cuáles son algunos hitos del desarrollo comunes para los bebés?,v0.1,es
5947,43402-9,2024-05-01 12:19:37.585928+00:00,"Nunca le niegue alimentos ni use fórmula diluida con agua para intentar hacer más lento el aumento de peso. Su bebé necesita una nutrición adecuada, que incluya grasas, para crecer y desarrollarse.

Continúe leyendo aquí: https://kidshealth.org/es/parents/grow812m.html",l3eCwZbbUNTonTWXrUayZ2no5C93,How can I help increase baby’s weight for growth,v0.1,es
5976,1955-2,2023-05-17 10:25:46.103736+00:00,"El certolizumab pegol es un medicamento que se usa para tratar condiciones autoinmunes. Se llama inhibidor del factor de necrosis tumoral (FNT) porque se une y bloquea el FNT, una sustancia en el cuerpo que causa inflamación en las articulaciones, la columna vertebral y la piel. El certolizumab pegol se comercializa bajo la marca Cimzia®.

source: https://mothertobaby.org/es/hojas-informativas/certolizumab-pegol-cimzia/",JqIXVmpHhGa9SmYbZpvNasgjlyt2,Comõ,v0.1,es
6013,1629-21,2023-06-03 10:29:13.380085+00:00,"¿Qué puedo hacer al respecto? Asegúrese de lavar completamente todas las frutas y verduras, que pueden portar bacterias o estar recubiertas con residuos de pesticidas. Y preste atención a lo que compra o lo que come fuera de casa.

source: https://kidshealth.org/es/parents/pregnancy-precautions.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Que verduras son más saludables para mi bebe y ayudan al sistema inmunológico,v0.1,es
6031,98575-0,2024-04-16 21:55:05.741398+00:00,"<br>- Cuando empiece a comer alimentos sólidos, dele a su bebé un alimento nuevo a la vez, no mezclas (como cereales y frutas o cenas con carne de res). Dele el alimento nuevo durante 3 a 5 días antes de agregar otro alimento nuevo. De esta manera, puede saber a qué alimentos su bebé puede ser alérgico o no puede tolerar<br>- Comience con pequeñas cantidades de alimentos sólidos nuevos. Pruebe 1 cucharadita al principio y aumente lentamente a 1 cucharada<br>- Puede elegir con qué alimento comenzar primero, como cereales para bebés fortificados con hierro, frutas o verduras<br>- No agregue sal ni azúcar cuando prepare comidas caseras para bebés. Los alimentos enlatados pueden contener grandes cantidades de sal y azúcar y no deben usarse como alimentos para bebés. Siempre lave y pele las frutas y verduras y quite las semillas o los carozos. Tenga especial cuidado con las frutas y verduras que entran en contacto con el suelo. Pueden contener esporas de botulismo que causan intoxicación alimentaria<br>- Los cereales para bebés con hierro pueden ofrecerse hasta los 18 meses de edad<br>- La leche de vaca no debe agregarse a la dieta hasta que el niño tenga 1 año. La leche de vaca no proporciona los nutrientes adecuados para el bebé. Además, los tubos digestivos de los bebés no están lo suficientemente desarrollados para digerir completamente la leche de vaca de forma tan completa o fácil como la leche materna o la leche de fórmula<br>- La AAP recomienda no dar jugos de frutas a bebés menores de 1 año<br>- Ofrezca todos los alimentos con una cuchara. Su bebé necesita aprender a comer con una cuchara. No utilice un alimentador infantil.

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/DiseasesConditions/Pediatric/Growth/90,P05318",siG5by4Y2bT2jbzCGhPwucZpten2,Que alimentos son sanos para mis bebés de 22 meses,v0.1,es
6034,1787-24,2023-06-03 11:15:25.638011+00:00,"Si usted le da fórmula a su bebé, es mejor utilizar los frascos de fórmula ya preparada de una sola toma si es posible. Esto es especialmente importante si el abastecimiento de agua no es potable o seguro para beberse o si no hay electricidad. La fórmula ya preparada no necesita agua agregada ni tampoco necesita ser guardada en una refrigeradora. Las autoridades locales le dejarán saber si su abastecimiento de agua es seguro para beber, cocinar, o bañarse.

source: https://mothertobaby.org/es/hojas-informativas/la-lactancia-despues-de-desastre-natural/",l3eCwZbbUNTonTWXrUayZ2no5C93,Es necesario que mi bebe tome agua,v0.1,es
6078,46196-3,2024-05-02 11:44:08.295141+00:00,"2. Alimenta a tu recién nacido en el momento oportuno: La mayoría de los recién nacidos necesitan alimentarse de ocho a 12 veces al día, aproximadamente una vez cada dos o tres horas.

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20047741",lorena-trial,¿Con qué frecuencia debo alimentar a mi recién nacido?,v0.1,es
6148,120372-26,2024-04-03 13:44:19.620342+00:00,"Usted no necesita darle agua a un bebé. De hecho, podría ser peligroso. Un bebé que esté tomando suficiente líquido mojará de 6 a 8 pañales en un período de 24 horas. Enseñarle al bebé a succionar un chupón o su propio dedo pulgar le proporciona bienestar entre las comidas.

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/article/002004.htm",LfrdulxiEUWpzj0NSZWpPoaHdR23,Es saludable darle a agua a mi bebé?,v0.1,es
6158,101456-10,2024-05-01 10:18:44.289695+00:00,"Alimente a su bebé con leche materna o fórmula infantil hasta que cumpla 1 año.

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/RelatedItems/90,P05345",l3eCwZbbUNTonTWXrUayZ2no5C93,Que alimentos le puedo dar a mi bebe de un año,v0.1,es
6180,1552-2,2023-05-03 19:07:22.019032+00:00,"El dolor durante el trabajo de parto es ocasionado por las contracciones de los músculos y la presión sobre el cuello uterino. Este dolor se puede sentir como un cólico intenso en el abdomen, las ingles y la espalda, y también como una sensación de malestar general. Algunas mujeres también experimentan dolor en los costados o en los muslos.

source: https://kidshealth.org/es/parents/childbirth-pain.html",AGSwnuFtldPyHzTR23xntdnx8er1,Rib pain during pregnancy,v0.1,es
6227,1402-3,2023-06-03 11:50:22.245643+00:00,"Los bebés sienten ansiedad ante los desconocidos. Cuando los bebés tienen entre 8 y 9 meses de edad, son capaces de reconocer los rostros de las personas con quienes conviven. Por eso, las caras nuevas les pueden provocar miedo, incluso la de una nueva niñera o la de un pariente. Pueden llorar o aferrarse a uno de sus padres para sentirse seguros.

source: https://kidshealth.org/es/parents/anxiety.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Es normal que a mi bebe se le brote la cara,v0.1,es
6247,43300-16,2024-05-02 11:46:04.037266+00:00,"Qué hacer si su bebé tiene congestión nasal o moqueo nasal. Límpiele los mocos con un paño o pañuelo limpio. Para ayudar a su bebé a respirar mejor cuando esté despierto, sosténgalo erguido, apoyando el pecho del bebé sobre su mano.

Continúe leyendo aquí: https://kidshealth.org/es/parents/nas.html",lorena-trial,How can I relieve nasal congestion in my baby?,v0.1,es
6301,22867-0,2024-05-02 11:50:29.441809+00:00,"Embarazo Encuentre recursos para ayudar a los programas de la primera infancia a brindar servicios a las mujeres embarazadas y las familias que esperan un bebé.

Continúe leyendo aquí: https://eclkc.ohs.acf.hhs.gov/es/browse/national-centers/office-head-start?type=779&topic=948",lorena-trial,¿Cuáles son algunos recursos disponibles para nuevas madres en mi comunidad?,v0.1,es
6316,45995-8,2024-05-02 11:43:15.302816+00:00,"¿Cómo debo prepararme para el parto vaginal después de una cesárea?

Continúe leyendo aquí: https://nacersano.marchofdimes.org/parto-y-nacimiento/vbac--parto-vaginal-despues-de-una-cesarea.aspx",lorena-trial,¿Cómo puedo prepararme para el parto y el parto?,v0.1,es
6333,92-11,2023-06-01 16:08:04.441812+00:00,"Acostar a su bebé sobre el estómago durante breves períodos (""tiempo sobre la barriga"") mientras esté despierto es un ejercicio importante. Ayuda a reforzar los músculos del cuello y de los hombros, y lo prepara para el gateo.

source: https://kidshealth.org/es/parents/torticollis.html",QbpRA7yqNATq6w1ftOgCWKMptnh2,Como puedo ayudar a mi bebe contipado,v0.1,es
